订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
246680311882,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
246674311253,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
257498504622,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
257466503298,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
257452384598,comvita康维他新西,249,1,940050100111,,,,卖家已发货，等待买家确认,940050100111
246735469958,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
246586271743,ASANA补肝素 螺旋藻,198,1,489700682540,,,,交易成功,489700682540
246546488959,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
257464445565,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
226042637514,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
246542791406,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
246660550516,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
257479346732,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
257385665483,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,卖家已发货，等待买家确认,456026429033
246607289039,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341
246452592797,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
257364965579,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225897776187,美国进口普利普莱叶黄素软,176,1,74312149047,,,,卖家已发货，等待买家确认,74312149047
246409851781,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
257325965834,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
257380026667,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341
225985437322,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,卖家已发货，等待买家确认,498704921261
246369988907,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
246360908847,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
246504634664,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
225880036594,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251
246502673176,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251
225963778291,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
246308268544,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
225954238553,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
246444429814,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
246440230923,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
246439609711,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
246439609711,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
246439609711,日本进口水果果蔬酵素酵母,215,1,493309403145,,,,交易成功,493309403145
246439609711,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
246434473760,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
225942358574,普利普莱氨糖软骨素美国三,489,2,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
257081923325,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
257231726076,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,发圆通韵达或申通亲,交易成功,456026429341
246241832911,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
246386950628,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
246386950628,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
246380534648,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251
257065964076,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
246232695466,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
246364533565,swisse护肝片 澳洲,170,2,931177058999,,,,卖家已发货，等待买家确认,931177058999
246209671234,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
257018867588,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
257151522785,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
257114046866,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
246140608909,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
225804996259,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
225897218004,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
257048385040,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
256920507159,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
246083211888,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261
246220549828,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
256884147677,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
225703919806,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
256967981116,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
257005462771,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704
256942881089,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704
225863277232,日本FANCL复合维生素,99,1,490804928347,,,,交易关闭,490804928347
246168909692,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
246141274285,日本fancl美白丸全身,204,2,490804934732,,,,卖家已发货，等待买家确认,490804934732
246137194710,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
245997075895,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
246097114359,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
245947668622,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
256751127704,美国进口普利普莱叶黄素软,176,1,74312149047,,,,交易成功,74312149047
256731203182,日本fancl美白丸全身,204,3,490804934732,,,,卖家已发货，等待买家确认,490804934732
245902611194,日本进口水果果蔬酵素酵母,158,1,493309403134,,,,交易关闭,493309403134
246041969525,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
245898791162,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
246012234400,FANCL/芳珂 HTC,198,1,490804926704,,,,卖家已发货，等待买家确认,490804926704
256789801128,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225641959457,日本kawai卡哇伊鱼油,218,1,498704921162,,,,卖家已发货，等待买家确认,498704921162
225641959457,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251
225636299585,日本FANCL复合维生素,99,2,490804928347,,,,卖家已发货，等待买家确认,490804928347
256824566654,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
256675324443,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,卖家已发货，等待买家确认,498704921261
256638607185,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
225788777129,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
245949393334,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
245931530024,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
245934289705,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
245783231692,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
256587123722,swisse护肝片 澳洲,170,2,931177058999,,,,交易成功,931177058999
256603664007,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
245885590867,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225675676109,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
256574900119,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225669756384,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
256692622024,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
225751697292,香港直邮 FANCL 护,260,1,490804908951,,,,卖家已发货，等待买家确认,490804908951
256511767264,日本FANCL复合维生素,99,2,490804928347,,,,交易成功,490804928347
225581759454,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
245815574965,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
245791870541,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
256562761714,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
245650368333,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
256532765258,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
245613331866,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
245613331866,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
256402343684,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易关闭,ecms-tz-0010
256508261207,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
256562742030,ASANA补肝素 螺旋藻,198,1,489700682540,,,,交易成功,489700682540
256562742030,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261
256407704894,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
256549146721,日本进口水果果蔬酵素酵母,158,1,493309403134,,,,交易成功,493309403134
256549742013,日本FANCL复合维生素,99,1,490804928347,,,请用天天快递，谢谢,交易关闭,490804928347
245565648958,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
256365047862,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
245687690802,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,交易关闭,456026429033
245543055193,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
245534771672,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704
256360700307,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
245656130652,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
245652209747,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
225594156125,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
225676937517,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
245482351061,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
245450012646,FANCL/芳珂 HTC,198,9,490804926704,,,,卖家已发货，等待买家确认,490804926704
245591714323,FANCL/芳珂 HTC,198,1,490804926704,,,,卖家已发货，等待买家确认,490804926704
256385462819,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225480739832,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
245393168890,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
245381391818,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
225635138169,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
256337546095,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
245506869033,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
245435749628,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
225605177539,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
225509696916,swisse睡眠片 澳洲,169,1,931177058824,,,,交易成功,931177058824
256062187355,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225428199342,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
245235548398,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225410359838,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261
256102901335,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
225573777416,日本fancl美白丸全身,204,2,490804934732,,,,卖家已发货，等待买家确认,490804934732
225568398607,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
245169012683,普丽普莱 美国氨基葡萄糖,227,2,74312141744,,,,交易成功,74312141744
255934967356,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
255930443994,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
